X,dist,h_index,humanmade_pass,humanmade_response,memorability,modal_response,outdoors_pass,outdoors_response,proportion_response,scaled_emotional,scaled_memory_hits,scaled_name,score_emotional,score_humanmade,score_outdoors,score_shoebox,sd_emotional,sd_humanmade,sd_outdoors,sd_shoebox,shoebox_pass,shoebox_response,stimulus,unique,newname
620.0,0.3132464050230457,3.1496734471867414,1.0,human-made,-0.05018847390207391,pliers,0.0,,0.2777777777777778,0.496283590623213,0.2867773325701202,0.8010291595197255,-0.11732940626448501,1.0,0.625,1.0,0.964677272779927,0.0,0.517549169506766,0.0,1.0,smaller than a shoebox,WireStripper.jpg,0.0,A/A21.jpg
249.0,0.31719718141622955,2.7527152789797045,1.0,human-made,0.07008968321845115,traffic cone,0.0,,0.3333333333333333,0.248713550600343,0.7429879793932456,0.6695254431103488,-0.414227588032045,1.0,0.68,0.0,0.716526935977621,0.0,0.47609522856952297,0.0,1.0,larger than a shoebox,PylonTraffic.jpg,1.0,A/A22.jpg
402.0,0.3234267614694544,2.855953642864355,1.0,human-made,-0.04854876410238413,wagon,1.0,outdoors,0.3888888888888889,0.48084619782733,0.2930738408700629,0.6998284734133791,-0.13359314142693599,1.0,1.0,0.111111111111111,0.735623370420588,0.0,0.0,0.33333333333333304,1.0,larger than a shoebox,Cart_Wooden.jpg,0.0,A/A23.jpg
469.0,0.32713786337399564,2.5917932260774963,1.0,human-made,0.01910808842731166,speaker,1.0,indoors,0.3888888888888889,0.240708976558033,0.5558099599313108,0.6054888507718696,-0.422912252882632,1.0,0.0,0.5714285714285711,1.17287035968045,0.0,0.0,0.534522483824849,0.0,,Hockey_Puck.jpg,0.0,A/A24.jpg
608.0,0.3323489245883279,2.7777768114567865,1.0,human-made,0.11566092801614153,tuxedo,1.0,indoors,0.35294117647058826,0.632933104631218,0.8786491127647396,0.6769582618639223,0.0999743494028781,1.0,0.14285714285714302,0.0,1.0511974391287802,0.0,0.3779644730092271,0.0,1.0,larger than a shoebox,Tuxedo.jpg,1.0,A/A25.jpg
525.0,0.34024183052875495,2.660129752633257,1.0,natural,0.0737437937120384,pepper,0.0,,0.35294117647058826,0.755288736420812,0.7572982255294791,0.6392224128073185,0.30057657959462,0.1,0.28571428571428603,1.0,0.8089816430317719,0.31622776601683805,0.48795003647426705,0.0,1.0,smaller than a shoebox,Pepper_Chili.jpg,1.0,A/A26.jpg
915.0,0.3425163265260042,2.3959988705348407,1.0,human-made,0.03748935726142202,blueprints,1.0,indoors,0.4705882352941176,0.7112635791881071,0.6267887807670292,0.5317324185248714,0.233350301871841,1.0,0.0,0.7,0.995005238330933,0.0,0.0,0.48304589153964794,0.0,,Blueprints.jpg,1.0,A/A27.jpg
1408.0,0.3472584535391074,2.984769618706743,1.0,human-made,0.11983420018348973,three,0.0,,0.42105263157894735,0.31560891938250396,0.8918145392100744,0.7621497998856489,-0.331957338570176,1.0,0.28571428571428603,1.0,0.3390949295388401,0.0,0.48795003647426705,0.0,1.0,smaller than a shoebox,Magnet_Three.jpg,1.0,A/A28.jpg
421.0,0.34954843064214197,2.510056460356539,1.0,human-made,0.06890660459891823,door lock,0.0,,0.3157894736842105,0.726700971983991,0.7395535203205496,0.5734705546026301,0.24942595729205605,1.0,0.5,0.222222222222222,1.41429734259172,0.0,0.547722557505166,0.440958551844098,0.0,,CodeDoorLock.jpg,1.0,A/A29.jpg
23.0,0.3514831692369088,2.6292492238560343,1.0,human-made,-0.04663210294477668,boat,1.0,outdoors,0.42105263157894735,0.542024013722127,0.2987979393245564,0.6237850200114351,-0.0416414165224614,1.0,0.88,0.166666666666667,0.6083960366830079,0.0,0.33166247903553997,0.40824829046386296,1.0,larger than a shoebox,Boat_Dinghy.jpg,0.0,A/A30.jpg
19.0,0.3571492166796032,2.178830073557112,1.0,natural,0.035693355754607775,duck,1.0,outdoors,0.4,0.5740423098913671,0.6187750429307384,0.451114922813036,-0.00011826796216414699,0.111111111111111,0.833333333333333,0.0,0.7796880174915319,0.33333333333333304,0.40824829046386296,0.0,1.0,larger than a shoebox,Bird_Duck.jpg,1.0,A/A31.jpg
296.0,0.36109425012867147,3.165957320949175,1.0,human-made,0.00218432575760018,steeple,1.0,outdoors,0.25,0.8416237850200109,0.4831139095592445,0.8044596912521441,0.5362352118482601,1.0,0.8888888888888891,0.125,0.8410943288396708,0.0,0.320256307610174,0.353553390593274,1.0,larger than a shoebox,Steeple.jpg,1.0,A/A32.jpg
328.0,0.36750030587600385,2.4419235206010987,1.0,human-made,-0.013102744619365631,robot,1.0,indoors,0.29411764705882354,0.6918238993710689,0.41785918717801945,0.544882790165809,0.20344762301441,1.0,0.153846153846154,0.625,0.961490164862962,0.0,0.36794648440312,0.517549169506766,0.0,,Toy_RobotClassic.jpg,0.0,A/A33.jpg
866.0,0.36913967541747045,2.2485293271285762,1.0,human-made,0.030664153519107368,shed,1.0,outdoors,0.5714285714285714,0.32475700400228696,0.596451058958214,0.4751286449399657,-0.321639176670813,1.0,1.0,0.166666666666667,0.42345364366912,0.0,0.0,0.40824829046386296,1.0,larger than a shoebox,Shed.jpg,1.0,A/A34.jpg
300.0,0.37271453262422055,2.9057645846554525,1.0,human-made,-0.06830348373036511,bench,1.0,indoors,0.2222222222222222,0.498570611778159,0.2341156267887808,0.7289879931389366,-0.113619939873736,1.0,0.04,0.0,0.472789139549387,0.0,0.2,0.0,1.0,larger than a shoebox,Stool_Foot.jpg,0.0,A/A35.jpg
319.0,0.38265895785679116,3.350209029099897,1.0,human-made,-0.06888779705765423,tools,0.0,,0.2222222222222222,0.5923384791309321,0.2329708070978821,0.8564894225271584,0.0339856257501284,1.0,0.2,0.14285714285714302,0.891815538642029,0.0,0.4472135954999579,0.3779644730092271,1.0,larger than a shoebox,Toolbox_BlackOpen.jpg,1.0,A/A36.jpg
1745.0,0.38822038914391627,3.086048612313038,1.0,human-made,-0.07537730151198978,stacking toy,1.0,indoors,0.2222222222222222,0.441966838193253,0.2163709215798512,0.7867352773013149,-0.179883910169193,1.0,0.14285714285714302,0.42857142857142894,0.635351328167291,0.0,0.3779644730092271,0.534522483824849,0.0,,Toy_StackingRing.jpg,1.0,A/A37.jpg
1221.0,0.3925860959143316,3.7123190911867083,1.0,human-made,-0.053033877150734585,shears,0.0,,0.2352941176470588,0.32990280160091495,0.2770463651974814,0.9445397369925672,-0.313875183290037,0.8888888888888891,0.7142857142857142,0.2,0.163356783586057,0.33333333333333304,0.48795003647426705,0.421637021355784,0.0,,Clippers_Glass.jpg,0.0,A/A38.jpg
1690.0,0.39928399583229074,2.855953642864355,1.0,human-made,0.14831645939225738,licorice,1.0,indoors,0.3888888888888889,0.322469982847341,0.9433314253005152,0.6998284734133791,-0.32260108834402,0.8888888888888891,0.14285714285714302,0.8888888888888891,0.818214010391106,0.33333333333333304,0.3779644730092271,0.33333333333333304,1.0,smaller than a shoebox,Licorice.jpg,1.0,A/A39.jpg
1518.0,0.40477078383598564,3.4058222502856905,1.0,human-made,-0.07295786222911388,tassle,0.0,,0.21052631578947367,0.624928530588908,0.22266742987979396,0.8765008576329331,0.0853346793146301,1.0,0.375,0.666666666666667,0.756829051042922,0.0,0.517549169506766,0.5,0.0,,Decoration_Chinese.jpg,1.0,A/A40.jpg
136.0,0.4067394666161799,2.4766238110793632,1.0,human-made,0.029295935463098093,tiles,0.0,,0.36,0.169811320754717,0.5924441900400687,0.5626072041166381,-0.511855578002396,1.0,0.44,0.28571428571428603,0.348622469717461,0.0,0.506622805119022,0.48795003647426705,0.0,,FloorTile.jpg,1.0,A/A41.jpg
632.0,0.41221857873523526,2.8163075192246447,1.0,human-made,0.012549758075962395,champagne,1.0,indoors,0.29411764705882354,0.8896512292738711,0.5248998282770464,0.6883933676386507,0.715313053684825,1.0,0.14285714285714302,0.75,1.0107855352296802,0.0,0.3779644730092271,0.462910049886276,0.0,,Bottle_Champagne.jpg,1.0,A/A42.jpg
1003.0,0.41506346966496654,3.350209029099897,0.0,,0.194674637047958,nuts,1.0,indoors,0.2222222222222222,0.37221269296740994,0.9908414424728106,0.8564894225271584,-0.25519199540125603,0.222222222222222,0.0,0.8888888888888891,0.327075351103834,0.440958551844098,0.0,0.33333333333333304,1.0,smaller than a shoebox,PeasSplit.jpg,0.0,A/A43.jpg
600.0,0.4183400565509201,3.794653473544342,1.0,human-made,-0.037946798444389016,toy stroller,0.0,,0.16666666666666666,0.779302458547742,0.3314253005151689,0.9576901086335048,0.3508382759184939,1.0,0.28571428571428603,0.625,0.9678479254949119,0.0,0.48795003647426705,0.517549169506766,0.0,,Toy_Stroller.jpg,1.0,A/A44.jpg
1708.0,0.41893104610835935,2.702904337188607,0.0,,0.19122187815623864,oyster,0.0,,0.3888888888888889,0.5523156089193821,0.9885518030910132,0.6523727844482562,-0.0334560938923677,0.444444444444444,0.7142857142857142,0.875,1.19648672507118,0.52704627669473,0.48795003647426705,0.353553390593274,1.0,smaller than a shoebox,Oyster.jpg,1.0,A/A45.jpg
1014.0,0.42283619823681035,2.8132477667664557,1.0,human-made,0.12597296066966626,bottle,1.0,indoors,0.2647058823529412,0.23270440251572302,0.906124785346308,0.6832475700400229,-0.436898808967781,1.0,0.14285714285714302,1.0,0.337961565031587,0.0,0.3779644730092271,0.0,1.0,smaller than a shoebox,Shampoo.jpg,0.0,A/A46.jpg
1311.0,0.4280605060912916,2.4404040177209274,1.0,human-made,0.13040202664111158,teeth,1.0,indoors,0.4705882352941176,0.630074328187536,0.9158557527189468,0.5420240137221269,0.0968362279826903,0.9,0.0,0.9,1.29525060612862,0.31622776601683805,0.0,0.31622776601683805,1.0,smaller than a shoebox,TeethModel.jpg,1.0,A/A47.jpg
920.0,0.430889699931744,3.239097917988786,1.0,human-made,0.12662239626576996,neck brace,1.0,indoors,0.2222222222222222,0.20125786163522003,0.9089868345735548,0.8307604345340195,-0.475693573435982,1.0,0.0,0.6,1.1922996632995602,0.0,0.0,0.516397779494322,0.0,,Brace_Neck.jpg,1.0,A/A48.jpg
1492.0,0.43276999639296876,3.4613201402110083,1.0,human-made,-0.04979401015078758,bike light,0.0,,0.2222222222222222,0.7844482561463689,0.2879221522610189,0.8947970268724986,0.361715603641117,1.0,0.75,0.75,0.982258062547126,0.0,0.462910049886276,0.462910049886276,0.0,,BicycleReflector.jpg,1.0,A/A49.jpg
790.0,0.4366035345691853,2.6808134280893943,1.0,human-made,-0.049029484419631085,container,1.0,indoors,0.2962962962962963,0.23327615780446,0.2907842014882656,0.6455117209834191,-0.436712359088296,1.0,0.14285714285714302,0.857142857142857,0.926089912736734,0.0,0.3779644730092271,0.3779644730092271,1.0,smaller than a shoebox,Container_Tupperware.jpg,0.0,A/A50.jpg
1661.0,0.43687348853601893,3.4115091984199104,0.0,,0.04594528167622591,coffee,1.0,indoors,0.3888888888888889,0.925100057175529,0.6605609616485404,0.8805031446540881,0.909219698352949,0.7777777777777779,0.0,0.857142857142857,1.06063159176252,0.440958551844098,0.0,0.3779644730092271,1.0,smaller than a shoebox,Cup_Latte.jpg,1.0,A/A51.jpg
218.0,0.4391724766354105,2.614369445886757,1.0,human-made,-0.03890132173877907,nutcracker,1.0,indoors,0.4444444444444444,0.793596340766152,0.3279908414424728,0.6192109777015438,0.38786453821275396,1.0,0.0,0.6,0.8027273624482719,0.0,0.0,0.516397779494322,0.0,,Nutcracker.jpg,1.0,A/A52.jpg
759.0,0.44543229344346097,2.7048275862262883,1.0,human-made,0.07447850666123706,bells,0.0,,0.35714285714285715,0.8902229845626071,0.7607326846021751,0.657518582046884,0.7156477854766071,1.0,0.33333333333333304,0.75,1.3324088289768798,0.0,0.516397779494322,0.462910049886276,0.0,,Bells_Christmas.jpg,1.0,A/A53.jpg
127.0,0.44981397923385863,3.4193819456463714,1.0,human-made,0.016234216393239916,baby bottle,0.0,,0.16666666666666666,0.0617495711835334,0.5432169433314253,0.8839336763865066,-0.6754792812117351,1.0,0.28571428571428603,0.875,0.444195510596721,0.0,0.48795003647426705,0.353553390593274,1.0,smaller than a shoebox,EyeDrops.jpg,1.0,A/A54.jpg
483.0,0.4519869669753305,2.2916201934279385,1.0,human-made,0.11859885727946445,keg,0.0,,0.5294117647058824,0.659233847913093,0.8878076702919291,0.4899942824471126,0.149409368224647,1.0,0.7142857142857142,0.166666666666667,1.19950818126873,0.0,0.48795003647426705,0.40824829046386296,1.0,larger than a shoebox,Keg.jpg,1.0,A/A55.jpg
808.0,0.4571991522677058,2.4609049321677965,1.0,human-made,0.0009081436762598108,floppy disk,1.0,indoors,0.4117647058823529,0.137793024585477,0.4808242701774471,0.5477415666094911,-0.554921552240764,1.0,0.125,0.833333333333333,0.621178725128208,0.0,0.353553390593274,0.40824829046386296,1.0,smaller than a shoebox,FloppyDisk.jpg,1.0,A/A56.jpg
702.0,0.45934063543292614,4.142664355548848,1.0,human-made,0.009804312573615005,king tut,0.0,,0.10526315789473684,0.9079473985134359,0.5134516313680595,0.9925671812464264,0.790722542246385,1.0,0.75,0.0,1.02675365364739,0.0,0.462910049886276,0.0,1.0,larger than a shoebox,PharoahReplica.jpg,1.0,A/A57.jpg
1184.0,0.46330795013075604,3.94770277922009,1.0,human-made,0.03765843424583625,liquid,1.0,indoors,0.1111111111111111,0.0737564322469983,0.6279336004579279,0.9794168096054888,-0.6588520825147061,1.0,0.14285714285714302,1.0,0.263628680955869,0.0,0.3779644730092271,0.0,1.0,smaller than a shoebox,VialLab.jpg,1.0,A/A58.jpg
498.0,0.4687799783076124,3.4104172527605194,1.0,human-made,-0.09479883161120796,maracas,1.0,indoors,0.17647058823529413,0.650657518582047,0.1631368059530624,0.8787878787878788,0.13852017966357,1.0,0.0,0.857142857142857,1.03975209904259,0.0,0.0,0.3779644730092271,1.0,smaller than a shoebox,Maraca.jpg,1.0,A/A59.jpg
1422.0,0.4690849202355357,1.9709505944546688,1.0,human-made,-0.01457218563195658,pencil case,1.0,indoors,0.6,0.507718696397942,0.4115626788780767,0.3704974271012007,-0.10346513662973,1.0,0.0,0.42857142857142894,0.921753255191482,0.0,0.0,0.534522483824849,0.0,,PencilCase.jpg,1.0,A/A60.jpg
684.0,0.47709099203673805,2.510056460356539,1.0,human-made,-0.06277386792279503,mailbox,1.0,outdoors,0.3157894736842105,0.7364208118925101,0.25300515168860904,0.5734705546026301,0.264443982599643,1.0,0.8888888888888891,0.0,0.37837595856227396,0.0,0.33333333333333304,0.0,1.0,larger than a shoebox,Mailbox_Antique.jpg,1.0,A/A61.jpg
94.0,0.4776492205460875,2.272499455586693,1.0,human-made,0.018809632140594928,cookie cutter,0.0,,0.5217391304347826,0.8530588907947401,0.5552375500858615,0.4814179531160663,0.5662922083123311,1.0,0.208333333333333,0.857142857142857,1.46208300749608,0.0,0.41485111699905297,0.3779644730092271,1.0,smaller than a shoebox,CookieCutter_Bell.jpg,0.0,A/A62.jpg
1038.0,0.482224023949912,2.343257873344267,1.0,human-made,0.055320008096605325,toy truck,0.0,,0.4117647058823529,0.12464265294454,0.6868918145392101,0.5100057175528874,-0.572326717181297,1.0,0.5,0.5714285714285711,0.72210743241764,0.0,0.534522483824849,0.534522483824849,0.0,,Toy_Truck.jpg,0.0,A/A63.jpg
1473.0,0.48788536338627825,1.983740670882855,1.0,human-made,-0.0025237351110199385,triangle,1.0,indoors,0.631578947368421,0.298456260720412,0.4665140240412135,0.3762149799885649,-0.35408053099913595,1.0,0.14285714285714302,0.625,0.576243898182435,0.0,0.3779644730092271,0.517549169506766,0.0,,Triangle.jpg,1.0,A/A64.jpg
578.0,0.4906054520999276,1.849007088014441,1.0,human-made,0.005789347637161197,syringe,0.0,,0.6470588235294118,0.532304173813608,0.49742415569547793,0.3213264722698685,-0.050792785794113,1.0,0.25,0.75,1.00872742973575,0.0,0.462910049886276,0.462910049886276,0.0,,Syringe_Blunt.jpg,0.0,A/A65.jpg
646.0,0.4964645156856058,1.9281658735933165,1.0,natural,0.04198223879341799,cauliflower,0.0,,0.6857142857142857,0.292166952544311,0.6473955352032055,0.3516295025728988,-0.360238289243676,0.1,0.25,1.0,0.653800977547639,0.31622776601683805,0.462910049886276,0.0,1.0,smaller than a shoebox,Cauliflower.jpg,1.0,A/A66.jpg
1674.0,0.49850233119945053,2.0300872246321315,1.0,human-made,-0.012299907952283976,bouquet,0.0,,0.4736842105263158,0.730131503716409,0.4235832856325129,0.3945111492281304,0.253519205977928,0.9,0.42857142857142894,0.5,0.9672676199664509,0.31622776601683805,0.534522483824849,0.52704627669473,0.0,,Flowers_DryBouquet.jpg,1.0,A/A67.jpg
1269.0,0.5003518477998031,1.9579393553211148,1.0,natural,0.031306877195040134,kiwi,0.0,,0.42105263157894735,0.252144082332762,0.6004579278763594,0.3653516295025729,-0.40891405934629,0.0,0.7777777777777779,0.7142857142857142,0.189307648437803,0.0,0.440958551844098,0.48795003647426705,0.0,,Kiwi.jpg,1.0,A/A68.jpg
587.0,0.5057136536078766,2.8795064608120065,1.0,human-made,0.04981772128612495,toothpick,0.0,,0.42105263157894735,0.00686106346483705,0.6720091585575272,0.7141223556317896,-0.9253327296033521,0.875,0.42857142857142894,1.0,0.44623921243216996,0.353553390593274,0.534522483824849,0.0,1.0,smaller than a shoebox,ToothPick.jpg,1.0,A/A69.jpg
457.0,0.5076729283175292,3.110578014789016,1.0,human-made,-0.05432802185605213,grate,0.0,,0.2631578947368421,0.112635791881075,0.2718946765884373,0.7947398513436249,-0.586461656356171,1.0,0.375,0.166666666666667,0.7286750209198231,0.0,0.517549169506766,0.40824829046386296,1.0,larger than a shoebox,GrillRack.jpg,0.0,A/A70.jpg
1338.0,0.5109646271059533,2.4885548621928453,1.0,human-made,-0.07825816107568208,recycle bin,0.0,,0.3333333333333333,0.27844482561463696,0.20377790497996565,0.5654659805603202,-0.38022708047251597,1.0,0.375,0.0,0.400994060269045,0.0,0.517549169506766,0.0,1.0,larger than a shoebox,BinRecycling.jpg,1.0,A/A71.jpg
1082.0,0.5124752114998914,2.4973419908730565,1.0,human-made,0.07106560509034862,crate,0.0,,0.3684210526315789,0.0674671240708977,0.7469948483113911,0.5677530017152659,-0.670430186900264,1.0,0.222222222222222,0.25,0.30713951264525,0.0,0.440958551844098,0.462910049886276,0.0,,Crate_Milk.jpg,1.0,A/A72.jpg
31.0,0.516531985546265,2.8138461086383844,1.0,human-made,-0.12634203770956076,bowl,1.0,indoors,0.4117647058823529,0.617495711835334,0.11047510017172296,0.6843910806174958,0.0698567491030784,1.0,0.125,0.14285714285714302,0.795162786515154,0.0,0.353553390593274,0.3779644730092271,1.0,larger than a shoebox,Bowl_Chinese.jpg,0.0,A/A73.jpg
793.0,0.5177499817388288,2.563535266893719,1.0,human-made,0.1257054580163943,darth vader,0.0,,0.5294117647058824,0.865637507146941,0.90440755580996,0.5957690108633504,0.634119701471788,1.0,0.33333333333333304,0.14285714285714302,1.36827366661499,0.0,0.516397779494322,0.3779644730092271,1.0,larger than a shoebox,DarthVader.jpg,1.0,A/A74.jpg
1627.0,0.5238458485592307,2.855953642864355,1.0,human-made,-0.1089994714316838,iv bag,1.0,indoors,0.3888888888888889,0.264150943396226,0.14310246136233545,0.6998284734133791,-0.40013301021402004,1.0,0.125,0.8,0.66677791509414,0.0,0.353553390593274,0.4472135954999579,0.0,,Bag_Saline.jpg,1.0,A/A75.jpg
1373.0,0.5261741888595509,2.5341468438052392,1.0,human-made,0.11963135342697916,bone,0.0,,0.4117647058823529,0.11949685534591198,0.8912421293646251,0.5826186392224129,-0.576981883495436,1.0,0.25,1.0,0.400191735918934,0.0,0.462910049886276,0.0,1.0,smaller than a shoebox,DogToy.jpg,0.0,A/A76.jpg
