date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2
81219,11:13:48,2,2,5.0.14.0,2,1,trial1,naming,0,0,0,0,chinese checkers,0,5529,1,White_Screen.jpg,52,162,Boardgame_ChineseCheckers.jpg,52
81219,11:13:48,2,2,5.0.14.0,2,2,trial1,naming,0,0,0,0,old cell phone,0,4016,1,White_Screen.jpg,17,163,Phone_Wireless.jpg,17
81219,11:13:48,2,2,5.0.14.0,2,3,trial1,naming,0,0,0,0,Ctrl+'Q',1,1411,1,White_Screen.jpg,17,197,PaperShredder.jpg,17
81619,9:55:21,5,5,5.0.14.0,2,1,trial1,naming,0,0,0,0,Enter Name,0,4650,1,White_Screen.jpg,51,69,Hoverboard.jpg,51
81619,9:55:21,5,5,5.0.14.0,2,2,trial1,naming,0,0,0,0,Enter Name,0,1948,1,White_Screen.jpg,17,173,PumpBreast.jpg,17
81619,9:55:21,5,5,5.0.14.0,2,3,trial1,naming,0,0,0,0,Enter Name,0,1404,1,White_Screen.jpg,17,198,SpaceShuttle.jpg,17
81619,9:55:21,5,5,5.0.14.0,2,4,trial1,naming,0,0,0,0,Enter Name,0,1858,1,White_Screen.jpg,18,152,BadgeSpecialAgent.jpg,18
81619,9:55:21,5,5,5.0.14.0,2,5,trial1,naming,0,0,0,0,Ctrl+'Q',1,2333,1,White_Screen.jpg,18,74,Socks_Baby.jpg,18
81619,10:02:50,6,6,5.0.14.0,2,1,trial1,naming,0,0,0,0,bush,0,6738,1,White_Screen.jpg,35,38,Tree_ChristmasMini.jpg,35
81619,10:02:50,6,6,5.0.14.0,2,2,trial1,naming,0,0,0,0,cake,0,3780,1,White_Screen.jpg,6,11,Cake_Birthday.jpg,6
81619,10:02:50,6,6,5.0.14.0,2,3,trial1,naming,0,0,0,0,sign,0,2909,1,White_Screen.jpg,6,170,Sign_TrafficArrow.jpg,6
81619,10:02:50,6,6,5.0.14.0,2,4,trial1,naming,0,0,0,0,toy,0,2976,1,White_Screen.jpg,5,60,Toy_JackInTheBox.jpg,5
81619,10:02:50,6,6,5.0.14.0,2,5,trial1,naming,0,0,0,0,blocks,0,3833,1,White_Screen.jpg,7,165,Toy_Wooden rings.jpg,7
81619,10:02:50,6,6,5.0.14.0,2,6,trial1,naming,0,0,0,0,brush,0,3528,1,White_Screen.jpg,5,54,Brush_Shaving.jpg,5
81619,10:02:50,6,6,5.0.14.0,2,7,trial1,naming,0,0,0,0,blade,0,5978,1,White_Screen.jpg,5,132,Boxcutter.jpg,5
81619,10:02:50,6,6,5.0.14.0,2,8,trial1,naming,0,0,0,0,cabinet,0,3727,1,White_Screen.jpg,7,158,Cabinet_Office.jpg,7
81619,10:02:50,6,6,5.0.14.0,2,9,trial1,naming,0,0,0,0,bowl,0,5252,1,White_Screen.jpg,7,26,Plate_Children.jpg,7
