"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency","stimulusnumber1","stimulusitem1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusonset2"
"091219","17:34:20","13","13","5.0.14.0","2","1","trial1","naming","0","0","0","0","truck","0","10000","1","White_Screen.jpg","49","44","Van.jpg","49"
"091219","17:34:20","13","13","5.0.14.0","2","2","trial1","naming","0","0","0","0","shutterEnter Name","0","5795","1","White_Screen.jpg","7","189","MovieSlate.jpg","7"
"091219","17:34:20","13","13","5.0.14.0","2","3","trial1","naming","0","0","0","0","diceEnter Name","0","3244","1","White_Screen.jpg","6","99","Tetrahedron.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","4","trial1","naming","0","0","0","0","screw knobEnter Name","0","8250","1","White_Screen.jpg","6","185","CarLighter.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","5","trial1","naming","0","0","0","0","shoeEnter Name","0","3088","1","White_Screen.jpg","7","76","Shoe_Men.jpg","7"
"091219","17:34:20","13","13","5.0.14.0","2","6","trial1","naming","0","0","0","0","hanwhiskEnter Name","0","10000","1","White_Screen.jpg","6","23","Mixer_Hand.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","7","trial1","naming","0","0","0","0"," Enter Name","0","518","1","White_Screen.jpg","6","177","ElectricOutlet.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","8","trial1","naming","0","0","0","0","fruitEnter Name","0","5215","1","White_Screen.jpg","6","24","Cranberry.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","9","trial1","naming","0","0","0","0","chocolateEnter Name","0","4254","1","White_Screen.jpg","6","173","Egg_Chocolate.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","10","trial1","naming","0","0","0","0","gameEnter Name","0","4252","1","White_Screen.jpg","6","56","Abacus.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","11","trial1","naming","0","0","0","0","fish hookEnter Name","0","7473","1","White_Screen.jpg","6","41","Hook_Fish.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","12","trial1","naming","0","0","0","0","mouse trapEnter Name","0","4967","1","White_Screen.jpg","6","105","Mousetrap.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","13","trial1","naming","0","0","0","0","medical kitEnter Name","0","5895","1","White_Screen.jpg","6","84","Box_FirstAidOpen.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","14","trial1","naming","0","0","0","0","sealEnter Name","0","8780","1","White_Screen.jpg","7","83","Seal_animal.jpg","7"
"091219","17:34:20","13","13","5.0.14.0","2","15","trial1","naming","0","0","0","0","coneEnter Name","0","4446","1","White_Screen.jpg","6","141","Hat_Party.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","16","trial1","naming","0","0","0","0","windowEnter Name","0","3380","1","White_Screen.jpg","7","181","Window.jpg","7"
"091219","17:34:20","13","13","5.0.14.0","2","17","trial1","naming","0","0","0","0","cigEnter Name","0","4373","1","White_Screen.jpg","6","2","Ashtray_Cigarettes.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","18","trial1","naming","0","0","0","0","Enter Name","0","126","1","White_Screen.jpg","6","148","OnionRed.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","19","trial1","naming","0","0","0","0","honeyEnter Name","0","6583","1","White_Screen.jpg","6","192","AmberWithMosquito.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","20","trial1","naming","0","0","0","0","barEnter Name","0","3168","1","White_Screen.jpg","6","100","AlcoholBar.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","21","trial1","naming","0","0","0","0","canEnter Name","0","3704","1","White_Screen.jpg","7","97","Cannister_GasVintage.jpg","7"
"091219","17:34:20","13","13","5.0.14.0","2","22","trial1","naming","0","0","0","0","brickEnter Name","0","3683","1","White_Screen.jpg","6","128","CinderBlock.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","23","trial1","naming","0","0","0","0","deep fryerEnter Name","0","5039","1","White_Screen.jpg","6","154","DeepFryer.jpg","6"
"091219","17:34:20","13","13","5.0.14.0","2","24","trial1","naming","0","0","0","0","lettersEnter Name","0","4157","1","White_Screen.jpg","6","153","LetterMail.jpg","6"
