"date","time","group","subject","build","blocknum","trialnum","blockcode","trialcode","pretrialpause","posttrialpause","trialduration","trialtimeout","response","correct","latency","stimulusnumber1","stimulusitem1","stimulusonset1","stimulusnumber2","stimulusitem2","stimulusonset2"
"022420","14:58:20","36","36","5.0.14.0","2","1","trial1","naming","0","0","0","0","slide","0","5916","1","White_Screen.jpg","16","94","Toy_Slide.jpg","16"
"022420","14:58:20","36","36","5.0.14.0","2","2","trial1","naming","0","0","0","0","snail","0","3403","1","White_Screen.jpg","3","177","Snail.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","3","trial1","naming","0","0","0","0","Enter Name","0","316","1","White_Screen.jpg","2","33","RugRoled.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","4","trial1","naming","0","0","0","0","toilet","0","2760","1","White_Screen.jpg","3","139","Toilet.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","5","trial1","naming","0","0","0","0","golf club","0","4126","1","White_Screen.jpg","2","180","Golf_Club.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","6","trial1","naming","0","0","0","0","crocs","0","3418","1","White_Screen.jpg","3","40","Shoes_DutchClogs.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","7","trial1","naming","0","0","0","0","sleeping net","0","9795","1","White_Screen.jpg","3","57","Hammock.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","8","trial1","naming","0","0","0","0","chair","0","2904","1","White_Screen.jpg","2","192","Chair_Bamboo.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","9","trial1","naming","0","0","0","0","scale","0","1918","1","White_Screen.jpg","2","144","ScaleWeighing.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","10","trial1","naming","0","0","0","0","house","0","2039","1","White_Screen.jpg","3","77","House_Wooden.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","11","trial1","naming","0","0","0","0","first aid kit","0","3450","1","White_Screen.jpg","3","193","Box_FirstAid.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","12","trial1","naming","0","0","0","0","vase","0","2562","1","White_Screen.jpg","3","131","MixingGlass.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","13","trial1","naming","0","0","0","0","piglet","0","2498","1","White_Screen.jpg","2","95","Pig.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","14","trial1","naming","0","0","0","0","toy house","0","2771","1","White_Screen.jpg","4","165","House_Doll.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","15","trial1","naming","0","0","0","0","weight belt","0","4834","1","White_Screen.jpg","3","174","Brace_Back.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","16","trial1","naming","0","0","0","0","bat","0","2232","1","White_Screen.jpg","3","97","Toy_Bat.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","17","trial1","naming","0","0","0","0","key lock","0","5844","1","White_Screen.jpg","4","93","DoorBolt.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","18","trial1","naming","0","0","0","0","garbage pan","0","5278","1","White_Screen.jpg","4","116","DustPan.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","19","trial1","naming","0","0","0","0","neck pillow","0","2849","1","White_Screen.jpg","4","8","Neckrest.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","20","trial1","naming","0","0","0","0","spong","0","2320","1","White_Screen.jpg","2","29","SpongeScrubbing.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","21","trial1","naming","0","0","0","0","wiper fluid","0","8478","1","White_Screen.jpg","3","110","WindshieldWasherFluid.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","22","trial1","naming","0","0","0","0","fishing chair","0","3298","1","White_Screen.jpg","4","184","Chair_Folding.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","23","trial1","naming","0","0","0","0","package","0","3746","1","White_Screen.jpg","2","32","Parcel.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","24","trial1","naming","0","0","0","0","pliers","0","2468","1","White_Screen.jpg","2","20","Pliers_ViceGrip.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","25","trial1","naming","0","0","0","0","tomato","0","2313","1","White_Screen.jpg","3","169","Tomato.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","26","trial1","naming","0","0","0","0","donut","0","2279","1","White_Screen.jpg","3","115","Bagel.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","27","trial1","naming","0","0","0","0","rake","0","2041","1","White_Screen.jpg","2","145","HandRake.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","28","trial1","naming","0","0","0","0","magazine","0","2738","1","White_Screen.jpg","3","55","MagazineRoll.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","29","trial1","naming","0","0","0","0","wine","0","2033","1","White_Screen.jpg","2","38","Bottle_Champagne.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","30","trial1","naming","0","0","0","0","lips","0","2419","1","White_Screen.jpg","3","138","Lips_Wax.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","31","trial1","naming","0","0","0","0","plush dog","0","3738","1","White_Screen.jpg","3","41","Toy_Dog.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","32","trial1","naming","0","0","0","0","skeleton","0","2472","1","White_Screen.jpg","3","45","HumanSkeleton.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","33","trial1","naming","0","0","0","0","water dispenser","0","3498","1","White_Screen.jpg","3","96","WaterCooler.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","34","trial1","naming","0","0","0","0","drum","0","2198","1","White_Screen.jpg","4","102","Drum_Tall.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","35","trial1","naming","0","0","0","0","camera holder","0","4164","1","White_Screen.jpg","2","36","Tripod.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","36","trial1","naming","0","0","0","0","skirt","0","2087","1","White_Screen.jpg","5","148","Skirt_Stripes.jpg","5"
"022420","14:58:20","36","36","5.0.14.0","2","37","trial1","naming","0","0","0","0","medicine jar","0","3771","1","White_Screen.jpg","4","190","Bottle_Specimen.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","38","trial1","naming","0","0","0","0","snake","0","2385","1","White_Screen.jpg","3","58","Snake_Cobra.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","39","trial1","naming","0","0","0","0","USB cable","0","3172","1","White_Screen.jpg","3","13","HDMIConnector.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","40","trial1","naming","0","0","0","0","staples","0","2393","1","White_Screen.jpg","3","162","Box_Staples.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","41","trial1","naming","0","0","0","0","bottle opener","0","7305","1","White_Screen.jpg","2","60","Scoop_IceCream.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","42","trial1","naming","0","0","0","0","tractor","0","2882","1","White_Screen.jpg","3","70","Seeder.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","43","trial1","naming","0","0","0","0","glass cup","0","4432","1","White_Screen.jpg","5","42","Glass_Cup.jpg","5"
"022420","14:58:20","36","36","5.0.14.0","2","44","trial1","naming","0","0","0","0","earrings","0","2315","1","White_Screen.jpg","2","107","Earrings_Dangling.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","45","trial1","naming","0","0","0","0","shovel","0","5132","1","White_Screen.jpg","3","22","Shovel_Garden.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","46","trial1","naming","0","0","0","0","pear","0","1957","1","White_Screen.jpg","3","31","Pear_Green.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","47","trial1","naming","0","0","0","0","button","0","2460","1","White_Screen.jpg","4","67","Switch_Power.jpg","4"
"022420","14:58:20","36","36","5.0.14.0","2","48","trial1","naming","0","0","0","0","baby toy","0","3508","1","White_Screen.jpg","2","80","Toy_BeadMaze.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","49","trial1","naming","0","0","0","0","airplane","0","2412","1","White_Screen.jpg","3","53","Airplane_Small.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","50","trial1","naming","0","0","0","0","lizard","0","2647","1","White_Screen.jpg","2","28","Toy_Lizard.jpg","2"
"022420","14:58:20","36","36","5.0.14.0","2","52","trial1","naming","0","0","0","0","towel holder","0","2849","1","White_Screen.jpg","3","126","TowelRack_Brown.jpg","3"
"022420","14:58:20","36","36","5.0.14.0","2","53","trial1","naming","0","0","0","0","lollipop","0","3631","1","White_Screen.jpg","3","198","Lollipop_Rainbow.jpg","3"
